Orig Hotspot Rank,Nfrag,Min,Ave,Orig,Hotspot Cluster,N_Heavy_Atoms,N_BBone_Atoms,PDB_SASA,Excl_SASA,PDB_HS_SASA,Excl_HS_SASA,Adj_PDB_SASA,Adj_PDB_HS_SASA,Relative_Adj_SASA,MinDist,MaxDist,AvgDist,MidDist,Vol,Excl_Vol,NAdj (Hotspots in Cluster),Sum_GFE,Sum_Min_GFE,Sum_PDB_SASA,Sum_PDB_HS_SASA,Sum_Excl_SASA,Sum_Excl_HS_SASA,Sum_NFrag,Sum_Adj_N_Atoms,Sum_N_BBone_Atoms,Sum_Vol,Sum_Excl_Vol,Mean_GFE,Mean_Min_GFE,Mean_PDB_SASA,Mean_PDB_HS_SASA,Mean_Excl_SASA,Mean_Excl_HS_SASA,Mean_N_Fragments,Mean_N_Heavy_Atoms,Mean_N_BBone_Atoms,Mean_Vol,Mean_Excl_Vol,Min_PDB_SASA,Min_PDB_HS_SASA,Min_Excl_SASA,Min_Excl_HS_SASA,Max_Vol,Max_Excl_Vol,Expt,System,Protein,Decision_fn,Rank
35,2,-2.56,-2.405,-2.56,"{35, 68}",1,1,19.55,131.791,128.534,354.763,274.391,480.259,0.571,8.576,8.576,8.576,8.576,102.05,407.604,2,-4.81,-5.12,55.14,279.983,131.791,740.032,5,2,1,198.301,926.241,-2.405,-2.56,27.57,139.992,65.895,370.016,2.5,1,0.5,99.15,463.12,19.55,128.534,0,354.763,102.05,518.637,False,cdk2_inactive,CDK2 Inactive,-1.571,79
24,4,-2.98,-2.71,-2.69,"{24, 9, 17, 57}",3,0,58.016,8.891,154.483,347.248,573.5,973.14,0.589,8.874,11.411,9.845,9.249,91.334,477.836,4,-10.84,-13.12,82.242,573.5,207.836,1406.135,16,4,1,411.691,1818.635,-2.71,-3.28,20.56,143.375,51.959,351.534,4,1,0.25,102.923,454.659,0,116.032,8.891,306.486,113.097,497.986,False,cdk2_inactive,CDK2 Inactive,-1.656,80
16,3,-2.77,-2.55,-2.77,"{48, 57, 16}",1,0,55.368,0,160.482,439.708,431.725,725.453,0.595,8.647,11.008,9.828,11.008,97.639,523.599,3,-7.65,-8.52,55.368,432.285,107.8,1127.963,11,1,0,314.786,1465.116,-2.55,-2.84,18.456,144.095,35.933,375.988,3.667,0.333,0,104.929,488.372,0,98.655,0,279.497,113.097,523.599,False,cdk2_inactive,CDK2 Inactive,-1.832,81
57,4,-2.98,-2.71,-2.4,"{16, 9, 24, 57}",0,0,0,50.701,173.148,408.758,617.39,968.738,0.637,8.647,11.945,9.822,8.874,113.097,497.986,4,-10.84,-11.71,113.384,617.95,126.407,1539.357,16,4,0,409.287,1950.84,-2.71,-2.928,28.346,154.487,31.602,384.839,4,1,0,102.322,487.71,0,129.837,0,343.643,113.097,523.599,False,cdk2_inactive,CDK2 Inactive,-2.022,82
71,3,-2.51,-2.273,-2.22,"{81, 42, 71}",0,0,0,0,184.829,486.094,475.584,729.855,0.652,11.348,11.52,11.434,11.52,112.908,523.599,3,-6.82,-8.3,0,475.585,116.365,1187.534,14,0,0,336.976,1452.047,-2.273,-2.767,0,158.528,38.788,395.845,4.667,0,0,112.325,484.016,0,137.993,0,337.915,113.097,523.599,False,cdk2_inactive,CDK2 Inactive,-2.197,83
29,6,-3.73,-2.522,-2.6,"{66, 3, 71, 78, 86, 29}",1,0,4.68,57.905,10.01,90.247,202.454,1149.685,0.176,4.971,11.295,9.222,9.74,80.924,379.487,6,-15.13,-20.37,63.581,258.08,465.846,1060.928,35,12,4,538.471,2391.03,-2.522,-3.395,10.597,43.013,77.641,176.821,5.833,2,0.667,89.745,398.505,0,0.011,0,67.778,112.971,518.966,True,erk5,ERK5,1.154,1
71,6,-3.06,-2.41,-2.27,"{66, 71, 8, 78, 86, 29}",0,0,0,92.506,21.611,144.448,240.167,1050.703,0.229,4.971,11.249,7.65,6.218,108.118,403.648,6,-14.46,-19.7,61.374,325.593,390.308,1111.038,36,6,4,595.526,2445.805,-2.41,-3.283,10.229,54.265,65.051,185.173,6,1,0.667,99.254,407.634,0,10.01,0,67.778,112.971,518.966,True,erk5,ERK5,1.095,2
86,6,-3.06,-2.467,-2.05,"{71, 8, 78, 86, 25, 29}",5,4,56.694,132.973,31.289,67.778,281.673,1016.066,0.277,5.858,10.939,7.873,6.608,74.843,288.939,6,-14.8,-19.26,61.374,382.75,458.901,1072.032,37,6,4,599.498,2415.251,-2.467,-3.21,10.229,63.792,76.484,178.672,6.167,1,0.667,99.916,402.542,0,10.01,45.382,67.778,113.097,488.412,True,erk5,ERK5,1,3
78,6,-3.06,-2.41,-2.15,"{66, 71, 8, 78, 86, 29}",0,0,0,45.382,79.548,225.251,240.167,1050.703,0.229,5.162,11.8,8.213,7.753,112.971,450.874,6,-14.46,-19.7,61.374,325.593,390.308,1111.038,36,6,4,595.526,2445.805,-2.41,-3.283,10.229,54.265,65.051,185.173,6,1,0.667,99.254,407.634,0,10.01,0,67.778,112.971,518.966,True,erk5,ERK5,0.789,4
6,3,-3.17,-2.77,-3.17,"{33, 37, 6}",5,0,8.658,81.908,9.782,94.799,82.649,630.184,0.131,5.226,11.834,8.53,11.834,49.605,406.556,3,-8.31,-10.19,8.658,91.904,195.967,682.922,14,5,0,248.59,1348.177,-2.77,-3.397,2.886,30.635,65.322,227.641,4.667,1.667,0,82.863,449.392,0,9.782,37.02,94.799,100.434,473.64,False,erk5,ERK5,0.616,5
36,5,-3.52,-2.726,-2.56,"{4, 36, 40, 43, 46}",5,0,26.211,105.022,0,40.284,326.114,1040.92,0.313,7.943,10.571,9.173,9.792,53.578,289.963,5,-13.63,-16.24,80.612,400.733,307.143,1026.251,31,7,0,481.944,2075.406,-2.726,-3.248,16.122,80.147,61.429,205.25,6.2,1.4,0,96.389,415.081,0,0,33.856,40.284,113.097,481.82,False,erk5,ERK5,0.514,6
2,7,-3.85,-2.877,-3.73,"{1, 33, 2, 41, 45, 46, 50}",3,0,4.61,95.89,5.008,117.141,404.603,1445.978,0.28,8.597,11.606,10.448,10.993,47.776,333.209,7,-20.14,-26.59,70.802,502.42,351.82,1821.314,50,6,0,654.177,3143.213,-2.877,-3.799,10.115,71.774,50.26,260.188,7.143,0.857,0,93.454,449.03,0,5.008,0,117.141,112.889,504.263,False,erk5,ERK5,0.451,7
3,5,-3.73,-2.798,-3.73,"{66, 3, 24, 26, 29}",6,0,2.207,137.08,0.011,152.007,229.911,1117.162,0.206,10.677,11.599,11.118,11.295,52.49,349.116,5,-13.99,-18.65,64.675,252.733,316.121,1291.353,29,13,0,398.251,2181.177,-2.798,-3.73,12.935,50.547,63.224,258.271,5.8,2.6,0,79.65,436.235,0,0.011,0,90.247,109.125,518.966,False,erk5,ERK5,0.329,8
8,6,-3.06,-2.422,-3.06,"{65, 71, 8, 78, 86, 25}",0,0,0,61.542,67.524,202.117,458.472,1121.947,0.409,5.858,10.652,8.169,7.753,109.545,403.891,6,-14.53,-18.59,56.694,552.371,400.996,1390.745,37,5,4,631.212,2552.616,-2.422,-3.098,9.449,92.062,66.833,231.791,6.167,0.833,0.667,105.202,425.436,0,21.611,0,67.778,113.097,516.852,True,erk5,ERK5,0.329,9
46,7,-3.73,-3,-2.49,"{2, 4, 36, 10, 11, 46, 19}",2,0,54.401,46.399,86.11,212.681,337.665,1488.81,0.227,6.33,11.606,9.728,10.352,91.893,442.328,7,-21,-24.43,201.14,402.839,576.915,1374.91,42,15,0,575.472,2581.272,-3,-3.49,28.734,57.548,82.416,196.416,6,2.143,0,82.21,368.753,0,0,46.399,40.284,112.193,442.328,False,erk5,ERK5,0.291,10
33,7,-3.85,-2.97,-2.59,"{1, 2, 33, 6, 41, 50, 52}",0,0,0,37.02,66.46,300.24,382.028,1334.739,0.286,4.179,11.834,8.278,9.618,100.434,473.64,7,-20.79,-26.15,13.268,539.939,319.884,1835.489,48,8,0,640.24,3160.561,-2.97,-3.736,1.895,77.134,45.698,262.213,6.857,1.143,0,91.463,451.509,0,5.008,0,94.799,112.889,504.263,False,erk5,ERK5,0.245,11
4,7,-3.52,-2.831,-3.52,"{32, 36, 4, 10, 11, 46, 22}",0,0,0,87.129,100.698,254.549,398.913,1394.811,0.286,6.025,10.602,8.326,9.316,112.193,384.05,7,-19.82,-24.85,196.53,489.443,592.524,1476.548,39,12,0,642.973,2590.251,-2.831,-3.55,28.076,69.92,84.646,210.935,5.571,1.714,0,91.853,370.036,0,0,46.399,40.284,112.193,442.328,False,erk5,ERK5,0.17,12
37,4,-3.17,-2.593,-2.55,"{37, 85, 6, 30}",0,0,0,77.039,15.662,287.883,239.08,842.904,0.284,5.226,10.043,7.646,7.668,98.551,467.981,4,-10.37,-12.74,64.828,250.686,158.947,1329.03,14,6,0,351.276,1921.675,-2.592,-3.185,16.207,62.671,39.737,332.257,3.5,1.5,0,87.819,480.419,0,9.782,0,94.799,107.217,523.599,False,erk5,ERK5,0.067,13
20,3,-2.75,-2.52,-2.75,"{60, 20, 54}",0,0,0,95.512,2.407,286.811,148.663,590.243,0.252,5.879,10.22,8.05,10.22,94.235,387.161,3,-7.56,-8.87,16.062,167.881,242.448,825.29,14,2,0,288.616,1198.214,-2.52,-2.957,5.354,55.96,80.816,275.097,4.667,0.667,0,96.205,399.405,0,2.407,64.051,253.116,104.28,441.168,False,erk5,ERK5,-0.025,14
16,2,-2.75,-2.695,-2.75,"{16, 27}",1,0,7.972,24.307,21.706,192.355,95.131,486.57,0.196,10.545,10.545,10.545,10.545,90.645,450.566,2,-5.39,-5.5,7.972,95.13,105.477,454.703,5,1,0,188.304,905.813,-2.695,-2.75,3.986,47.565,52.739,227.351,2.5,0.5,0,94.152,452.906,0,21.706,24.307,192.355,97.659,455.247,False,erk5,ERK5,-0.075,15
66,6,-3.73,-2.592,-2.33,"{66, 3, 71, 78, 48, 29}",0,0,0,0,115.611,381.197,254.016,1252.908,0.203,10.364,11.8,11.135,11.249,109.125,518.966,6,-15.55,-19.9,6.887,288.594,332.873,1458.495,34,7,0,575.295,2623.507,-2.592,-3.317,1.148,48.099,55.479,243.083,5.667,1.167,0,95.882,437.251,0,0.011,0,90.247,112.971,521.416,False,erk5,ERK5,-0.098,16
76,4,-2.72,-2.452,-2.16,"{57, 76, 21, 38}",2,0,11.831,81.032,78.263,288.554,277.64,688.598,0.403,4.114,8.097,5.465,4.185,79.407,448.081,4,-9.81,-11.28,162.952,342.784,286.179,1137.287,22,12,0,313.684,1737.743,-2.452,-2.82,40.738,85.696,71.545,284.322,5.5,3,0,78.421,434.436,11.831,48.242,32.027,236.444,97.038,471.113,False,erk5,ERK5,-0.115,17
40,5,-2.7,-2.556,-2.54,"{36, 40, 43, 51, 23}",0,0,0,34.737,95.833,206.699,393.736,1107.503,0.356,6.15,11.057,8.981,10.774,113.097,477.245,5,-12.78,-14.28,26.211,445.36,281.075,1327.451,26,5,0,482.984,2196.828,-2.556,-2.856,5.242,89.072,56.215,265.49,5.2,1,0,96.597,439.366,0,0,33.856,40.284,113.097,485.878,False,erk5,ERK5,-0.131,18
24,5,-3.73,-2.784,-2.67,"{3, 44, 24, 26, 61}",6,0,57.788,59.997,77.977,347.024,230.228,952.682,0.242,5.235,11.736,8.354,10.9,57.676,453.734,5,-13.92,-17.31,100.766,314.998,480.135,1433.137,31,14,1,413.452,2133.396,-2.784,-3.462,20.153,63,96.027,286.627,6.2,2.8,0.2,82.69,426.679,0,0.011,59.997,152.007,104.718,479.874,False,erk5,ERK5,-0.136,19
26,7,-3.73,-2.756,-2.66,"{3, 68, 9, 44, 24, 26, 61}",0,0,0,61.139,49.124,320.878,518.935,1382.675,0.375,5.235,11.663,8.534,9.232,98.036,479.874,7,-19.29,-23.03,100.766,624.677,543.989,2313.371,42,14,1,632.631,3139.071,-2.756,-3.29,14.395,89.24,77.713,330.482,6,2,0.143,90.376,448.439,0,0.011,0,152.007,112.032,523.599,False,erk5,ERK5,-0.184,20
27,3,-2.75,-2.66,-2.64,"{16, 27, 31}",0,0,0,81.17,73.424,262.348,164.616,708.144,0.232,8.005,10.545,9.275,10.545,97.659,455.247,3,-7.98,-8.14,7.972,164.71,206.093,682.821,10,1,0,291.859,1336.568,-2.66,-2.713,2.657,54.903,68.698,227.607,3.333,0.333,0,97.286,445.523,0,21.706,24.307,192.355,103.555,455.247,False,erk5,ERK5,-0.211,21
21,5,-2.72,-2.44,-2.72,"{38, 76, 21, 55, 57}",4,0,19.102,32.027,48.242,236.444,420.723,931.883,0.451,4.185,11.512,8.027,8.369,70.928,443.882,5,-12.2,-14,162.952,485.867,286.179,1568.46,25,12,0,424.681,2261.342,-2.44,-2.8,32.59,97.173,57.236,313.692,5,2.4,0,84.936,452.268,0,48.242,0,236.444,110.997,523.599,False,erk5,ERK5,-0.251,22
53,4,-2.59,-2.385,-2.45,"{88, 49, 53, 31}",0,0,0,14.567,95.174,386.933,250.54,778.804,0.322,5.311,10.992,7.264,5.489,106.452,500.562,4,-9.54,-10.31,13.851,304.662,152.69,1416.731,17,5,0,385.909,1953.61,-2.385,-2.578,3.463,76.166,38.172,354.183,4.25,1.25,0,96.477,488.403,0,26.381,0,228.118,107.595,522.107,False,erk5,ERK5,-0.251,23
49,5,-2.61,-2.43,-2.47,"{49, 53, 88, 28, 31}",5,0,13.851,37.507,26.381,331.679,346.396,1022.089,0.339,5.311,10.78,8.38,9.584,68.307,500.186,5,-12.15,-12.92,13.851,400.518,152.69,1832.284,20,5,0,494.051,2471.171,-2.43,-2.584,2.77,80.104,30.538,366.457,4,1,0,98.81,494.234,0,26.381,0,228.118,108.142,522.107,False,erk5,ERK5,-0.251,24
10,6,-3.52,-2.707,-2.98,"{32, 35, 4, 10, 46, 83}",0,0,0,72.529,51.963,193.206,553.931,1284.956,0.431,6.025,10.763,8.913,9.378,103.122,332.623,6,-16.24,-20.25,54.401,617.448,420.52,1687.578,32,2,0,632.913,2510.276,-2.707,-3.375,9.067,102.908,70.087,281.263,5.333,0.333,0,105.486,418.379,0,51.963,0,193.206,113.097,514.615,False,erk5,ERK5,-0.257,25
41,9,-3.73,-2.638,-2.52,"{33, 2, 72, 41, 43, 15, 50, 51, 52}",0,0,0,81.098,78.308,259.294,854.238,1835.154,0.465,6.92,11.964,9.267,9.529,111.701,451.163,9,-23.74,-29.98,4.61,1006.224,427.565,2872.543,64,3,0,911.381,4165.129,-2.638,-3.331,0.512,111.803,47.507,319.171,7.111,0.333,0,101.265,462.792,0,5.008,0,117.141,113.097,497.839,False,erk5,ERK5,-0.258,26
1,6,-3.85,-2.948,-3.85,"{33, 2, 1, 50, 52, 30}",0,0,0,0,96.134,339.007,424.76,1145.332,0.371,4.179,11.513,9.039,9.987,112.889,504.263,6,-17.69,-23.1,4.61,556.125,156.878,1935.88,41,3,0,586.151,2826.381,-2.948,-3.85,0.768,92.687,26.146,322.647,6.833,0.5,0,97.692,471.063,0,5.008,0,117.141,112.889,523.539,False,erk5,ERK5,-0.266,27
43,7,-2.77,-2.563,-2.52,"{35, 36, 40, 41, 43, 15, 51}",0,0,0,33.856,118.092,312.038,611.803,1532.606,0.399,6.15,11.367,9.623,10.739,111.183,481.82,7,-17.94,-21.01,26.211,679.573,471.022,1892.879,41,5,0,708.947,3081.472,-2.563,-3.001,3.744,97.082,67.289,270.411,5.857,0.714,0,101.278,440.21,0,0,33.856,40.284,113.097,490.296,False,erk5,ERK5,-0.312,28
54,5,-3.06,-2.596,-2.45,"{9, 20, 54, 60, 61}",0,0,0,82.885,70.829,285.363,337.548,901.532,0.374,5.879,8.315,7.06,7.467,104.28,369.885,5,-12.98,-14.99,42.529,428.427,440.056,1533.945,28,3,0,501.18,2082.8,-2.596,-2.998,8.506,85.685,88.011,306.789,5.6,0.6,0,100.236,416.56,0,2.407,63.854,253.116,112.032,482.076,False,erk5,ERK5,-0.336,29
45,5,-3.73,-2.706,-2.49,"{2, 72, 45, 19, 62}",1,0,11.791,91.413,33.109,260.441,419.902,1193.793,0.352,8.239,11.082,9.553,10.362,84.464,440.771,5,-13.53,-15.69,16.401,419.902,417.789,1503.086,28,4,0,451.783,2155.618,-2.706,-3.138,3.28,83.98,83.558,300.617,5.6,0.8,0,90.357,431.124,0,5.008,61.228,117.141,109.247,481.349,False,erk5,ERK5,-0.348,30
60,6,-3.06,-2.527,-2.36,"{9, 75, 20, 54, 59, 60}",2,0,16.062,64.051,94.645,253.116,492.768,1151.325,0.428,6.157,11.793,8.424,7.368,90.101,441.168,6,-15.16,-17.54,16.062,600.35,459.803,1939.332,37,2,0,616.42,2594.197,-2.527,-2.923,2.677,100.058,76.634,323.222,6.167,0.333,0,102.737,432.366,0,2.407,38.66,253.116,112.032,505.356,False,erk5,ERK5,-0.379,31
50,9,-3.85,-2.763,-2.47,"{1, 2, 34, 33, 72, 41, 50, 51, 52}",0,0,0,0,137.291,332.51,752.697,1693.026,0.445,5.169,11.211,8.783,9.987,105.02,497.839,9,-24.87,-30.86,4.61,953.042,478.327,2880.458,62,3,0,905.234,4129.034,-2.763,-3.429,0.512,105.894,53.147,320.051,6.889,0.333,0,100.582,458.782,0,5.008,0,117.141,112.889,504.263,False,erk5,ERK5,-0.381,32
31,5,-2.64,-2.506,-2.59,"{49, 53, 57, 27, 31}",0,0,0,100.616,69.58,228.118,359.061,1099.211,0.327,8.005,11.527,10.326,10.992,103.555,430.755,5,-12.53,-13.56,125.409,372.995,361.423,1539.298,24,10,0,442.284,2261.417,-2.506,-2.712,25.082,74.599,72.285,307.86,4.8,2,0,88.457,452.283,0,26.381,14.567,228.118,106.452,500.562,False,erk5,ERK5,-0.394,33
57,7,-2.97,-2.583,-2.38,"{38, 11, 76, 21, 22, 57, 31}",5,0,111.558,127.563,108.436,330.22,478.795,1307.194,0.366,7.061,11.527,9.164,9.342,66.311,374.667,7,-18.08,-20.96,278.87,568.566,575.581,1832.848,37,17,0,593.001,2902.188,-2.583,-2.994,39.839,81.224,82.226,261.835,5.286,2.429,0,84.714,414.598,0,48.242,32.027,225.731,110.238,471.113,False,erk5,ERK5,-0.439,34
11,5,-3.52,-2.814,-2.97,"{4, 11, 46, 22, 57}",5,0,115.918,73.46,68.728,225.731,401.439,992.464,0.404,6.513,10.909,8.469,9.342,65.524,361.101,5,-14.07,-17.26,281.877,451.446,449.877,1264.893,31,12,0,446.159,1934.735,-2.814,-3.452,56.375,90.289,89.975,252.979,6.2,2.4,0,89.232,386.947,0,68.728,46.399,212.681,112.193,442.328,False,erk5,ERK5,-0.485,35
61,6,-3.06,-2.617,-2.36,"{9, 44, 54, 24, 26, 61}",1,0,26.467,133.754,110.639,324.859,411.089,1088.776,0.378,5.545,9.671,7.17,6.728,100.532,402.51,6,-15.7,-19.7,98.559,535.723,489.794,1950.289,39,8,1,577.274,2636.241,-2.617,-3.283,16.427,89.287,81.632,325.048,6.5,1.333,0.167,96.212,439.373,0,49.124,59.997,285.363,112.032,482.076,False,erk5,ERK5,-0.518,36
38,6,-2.87,-2.468,-2.55,"{38, 12, 76, 81, 21, 57}",1,0,20.461,45.557,107.843,282.069,532.372,1063.831,0.5,4.114,10.756,8.466,8.831,97.038,471.113,6,-14.81,-17.02,162.952,658.069,332.411,1954.36,30,12,0,533.144,2758.001,-2.468,-2.837,27.159,109.678,55.402,325.727,5,2,0,88.857,459.667,0,48.242,0,236.444,112.391,522.985,False,erk5,ERK5,-0.63,37
32,4,-3.52,-2.95,-2.59,"{32, 10, 4, 22}",0,0,0,92.659,94.47,308.385,294.083,864.969,0.34,7.702,10.017,9.012,9.316,106.425,407.597,4,-11.8,-14.08,0,334.605,367.643,997.852,22,0,0,431.978,1496.859,-2.95,-3.52,0,83.651,91.911,249.463,5.5,0,0,107.995,374.215,0,51.963,72.529,193.206,112.193,407.597,False,erk5,ERK5,-0.658,38
51,5,-2.54,-2.502,-2.46,"{40, 41, 43, 50, 51}",0,0,0,60.607,100.098,353.064,442.293,1041.184,0.425,6.92,11.211,9.911,10.774,100.108,461.922,5,-12.51,-15.59,0,529.622,210.298,1463.605,35,0,0,541.109,2369.989,-2.502,-3.118,0,105.924,42.06,292.721,7,0,0,108.222,473.998,0,78.308,0,206.699,113.097,497.839,False,erk5,ERK5,-0.667,39
25,7,-3.29,-2.536,-2.67,"{65, 5, 70, 8, 84, 86, 25}",0,0,0,68.593,172.768,342.191,670.808,1437.805,0.467,7.536,10.999,9.751,10.939,113.097,488.412,7,-17.75,-21.72,56.694,807.221,377.128,2011.05,35,5,4,730.328,3120.868,-2.536,-3.103,8.099,115.317,53.875,287.293,5,0.714,0.571,104.333,445.838,0,31.289,0,67.778,113.097,516.852,False,erk5,ERK5,-0.719,40
88,3,-2.47,-2.317,-2.03,"{88, 49, 53}",0,0,0,0,113.527,470.001,180.96,535.519,0.338,5.489,7.843,6.666,7.843,107.595,522.107,3,-6.95,-7.67,13.851,235.082,52.074,1188.613,12,5,0,282.354,1522.855,-2.317,-2.557,4.617,78.361,17.358,396.204,4,1.667,0,94.118,507.618,0,26.381,0,331.679,107.595,522.107,False,erk5,ERK5,-0.733,41
22,5,-3.52,-2.834,-2.71,"{32, 4, 11, 22, 57}",0,0,0,115.326,87.474,241.712,432.794,1059.047,0.409,6.513,10.602,8.548,10.017,110.238,372.589,5,-14.17,-17.05,227.476,459.806,496.137,1360.597,28,10,0,460.691,1900.004,-2.834,-3.41,45.495,91.961,99.227,272.119,5.6,2,0,92.138,380.001,0,68.728,73.46,225.731,112.193,407.597,False,erk5,ERK5,-0.76,42
44,8,-3.06,-2.489,-2.5,"{68, 9, 74, 44, 79, 24, 26, 61}",1,1,14.304,88.165,77.247,288.369,777.64,1550.849,0.501,7.034,11.736,9.687,9.671,104.718,448.162,8,-19.91,-24.4,170.57,912.971,448.954,2965.486,50,10,1,777.719,3787.273,-2.489,-3.05,21.321,114.121,56.119,370.686,6.25,1.25,0.125,97.215,473.409,0,49.124,0,288.369,112.032,523.599,False,erk5,ERK5,-0.763,43
14,4,-3.29,-2.805,-2.78,"{13, 5, 70, 14}",2,0,31.509,46.827,93.378,288.404,358.135,709.81,0.505,4.976,9.263,6.461,5.144,97.013,482.257,4,-11.22,-12.74,31.509,486.073,175.52,1315.314,16,2,0,425.798,1909.175,-2.805,-3.185,7.877,121.518,43.88,328.828,4,0.5,0,106.45,477.294,0,93.378,0,288.404,113.087,500.669,False,erk5,ERK5,-0.824,44
18,4,-2.75,-2.575,-2.75,"{58, 18, 47, 23}",0,0,0,102.701,42.494,203.312,509.357,949.036,0.537,7.95,10.921,9.651,10.082,96.724,388.039,4,-10.3,-11,0,513.147,238.773,1457.33,17,0,0,426.268,1879.371,-2.575,-2.75,0,128.287,59.693,364.332,4.25,0,0,106.567,469.843,0,42.494,0,203.312,112.707,523.599,False,erk5,ERK5,-0.841,45
52,7,-3.85,-2.686,-2.46,"{1, 34, 33, 41, 50, 52, 62}",0,0,0,23.968,146.956,392.498,547.844,1181.237,0.464,5.169,11.964,8.513,10.017,112.815,493.891,7,-18.8,-24.27,0,782.415,333.374,2383.823,47,0,0,757.013,3314.845,-2.686,-3.467,0,111.774,47.625,340.546,6.714,0,0,108.145,473.549,0,66.46,0,259.294,112.889,504.263,False,erk5,ERK5,-0.856,46
39,7,-2.55,-2.281,-2.55,"{39, 74, 75, 79, 80, 56, 59}",1,0,11.444,65.954,120.065,244.151,812.845,1389.851,0.585,4.733,11.583,8.922,9.172,92.816,399.9,7,-15.97,-19.46,83.455,1017.615,341.619,2515.166,47,3,0,731.507,3279.687,-2.281,-2.78,11.922,145.374,48.803,359.309,6.714,0.429,0,104.501,468.527,0,100.436,0,244.151,113.097,523.599,False,erk5,ERK5,-0.863,47
85,2,-2.55,-2.305,-2.06,"{85, 37}",1,0,56.17,0,120.966,491.864,134.277,456.005,0.294,7.668,7.668,7.668,7.668,95.903,523.599,2,-4.61,-5.72,56.17,136.628,77.039,779.747,6,1,0,194.454,991.58,-2.305,-2.86,28.085,68.314,38.52,389.873,3,0.5,0,97.227,495.79,0,15.662,0,287.883,98.551,523.599,False,erk5,ERK5,-0.867,48
56,6,-3.14,-2.495,-2.39,"{39, 7, 42, 75, 74, 56}",0,0,0,80.119,100.436,257.033,593.436,1202.402,0.494,6.122,11.789,9.466,10.12,112.244,444.963,6,-14.97,-17.07,47.224,725.764,417.889,1871.896,34,2,0,621.709,2651.139,-2.495,-2.845,7.871,120.961,69.648,311.983,5.667,0.333,0,103.618,441.857,0,86.478,42.045,244.151,112.244,498.431,False,erk5,ERK5,-0.872,49
9,8,-3.06,-2.487,-3.06,"{9, 44, 80, 54, 26, 59, 60, 61}",0,0,0,63.854,149.907,383.796,799.307,1555.776,0.514,6.157,11.945,9.271,9.511,112.032,482.076,8,-19.9,-25.15,56.833,946.362,532.508,2727.549,55,4,1,831.93,3652.63,-2.488,-3.144,7.104,118.295,66.563,340.944,6.875,0.5,0.125,103.991,456.579,0,49.124,0,253.116,113.097,523.599,False,erk5,ERK5,-0.892,50
75,6,-2.55,-2.342,-2.17,"{39, 73, 75, 56, 59, 60}",0,0,0,114.841,114.838,338.692,681.783,1343.168,0.508,7.058,11.793,9.396,9.02,106.638,408.551,6,-14.05,-16.75,27.506,754.216,363.625,1998.782,38,3,0,613.911,2723.537,-2.342,-2.792,4.584,125.703,60.604,333.13,6.333,0.5,0,102.319,453.923,0,94.645,0,244.151,112.244,523.599,False,erk5,ERK5,-0.908,51
19,5,-2.77,-2.544,-2.75,"{72, 45, 46, 15, 19}",0,0,0,96.486,90.332,331.318,530.494,1149.96,0.461,8.239,10.864,9.705,10.352,101.386,437.998,5,-12.72,-15.77,66.192,563.562,329.424,1610.198,30,3,0,500.087,2292.742,-2.544,-3.154,13.238,112.712,65.885,322.04,6,0.6,0,100.017,458.548,0,33.109,33.898,212.681,113.097,490.296,False,erk5,ERK5,-0.91,52
62,4,-2.57,-2.465,-2.34,"{34, 52, 45, 62}",0,0,0,72.772,112.966,383.878,360.67,806.973,0.447,5.85,10.232,8.204,8.529,108.91,462.291,4,-9.86,-12.72,11.791,437.331,306.669,1413.213,21,1,0,411.433,1828.711,-2.465,-3.18,2.948,109.333,76.667,353.303,5.25,0.25,0,102.858,457.178,0,33.109,23.968,260.441,112.815,493.891,False,erk5,ERK5,-0.912,53
74,7,-2.55,-2.329,-2.2,"{39, 74, 44, 79, 80, 56, 59}",0,0,0,42.045,125.216,335.285,821.903,1413.342,0.582,4.733,11.789,8.714,9.468,108.316,473.719,7,-16.3,-19.97,97.759,980.024,314.943,2464.843,49,4,1,729.587,3319.298,-2.329,-2.853,13.966,140.003,44.992,352.12,7,0.571,0.143,104.227,474.185,0,77.247,0,244.151,113.097,523.599,False,erk5,ERK5,-0.934,54
42,5,-3.14,-2.646,-2.52,"{67, 7, 42, 13, 56}",0,0,0,68.622,86.478,282.613,541.389,1085.145,0.499,7.28,11.57,9.433,10.626,98.667,425.575,5,-13.23,-15.16,35.78,616.435,292.774,1613.097,23,1,0,540.071,2310.732,-2.646,-3.032,7.156,123.287,58.555,322.619,4.6,0.2,0,108.014,462.146,0,86.478,0,257.033,113.087,511.578,False,erk5,ERK5,-0.999,55
28,3,-2.61,-2.557,-2.61,"{49, 28, 30}",0,0,0,0,95.856,415.553,226.512,729.855,0.31,9.584,11.546,10.565,11.546,108.142,517.561,3,-7.67,-9.07,13.851,226.513,37.507,1201.716,13,5,0,283.666,1541.286,-2.557,-3.023,4.617,75.504,12.502,400.572,4.333,1.667,0,94.555,513.762,0,26.381,0,331.679,108.142,523.539,False,erk5,ERK5,-1,56
